id;date;vent_direction;vent_vitesse;humidite;pluie_12;pluie_24;temperature;point_rosee;hpa
7015;20230122120000;20;5.1;77;0;0;2.1;-1.5;1027.5
7015;20230123120000;40;4.3;82;0;0;3.3;0.5;1030.7
7015;20230124120000;40;4.2;84;0;0;1.9;-0.5;1032.4
7015;20230125120000;280;1.9;87;0;0;-0.7;-2.6;1027.4
7015;20230126120000;10;6.7;82;2.4;2.8;6.8;3.9;1020.2
7015;20230127120000;30;5.7;77;0;-0.1;4.9;1.2;1021.4
7015;20230128120000;60;3.6;70;0;0;4.1;-0.9;1025.4
7015;20230129120000;200;4.3;78;0;0;3.3;-0.2;1022.7
7015;20230130120000;290;8.7;67;0.2;0.2;9;3.2;1017.9
7015;20230131120000;250;7.2;80;0.2;0.2;9.2;5.9;1019
7015;20230202120000;270;9;73;0;0;10.4;5.8;1022.6
7015;20230203120000;260;7.9;80;0;0;10.8;7.5;1025.6
7015;20230204120000;290;2.9;77;0.2;0.2;10.7;6.8;1031.9
7015;20230205120000;360;8.9;65;1;1;9;2.8;1036.4
7015;20230206120000;80;1.7;93;0.2;0.2;4.8;3.8;1035.7
7015;20230207120000;80;3.6;67;0.2;0.2;3.9;-1.7;1032.8
7015;20230208120000;120;2.8;36;0;0;7.3;-6.8;1030.3
7015;20230209120000;160;2.1;66;0;0;5.2;-0.6;1027.5
7015;20230210120000;220;3.5;84;0;0;8;5.5;1032.3
7015;20230211120000;230;2.6;86;0;0;9.4;7.2;1031.4
7015;20230212120000;60;3.5;69;0;0;8.2;2.8;1032.9
7015;20230213120000;140;1.8;75;0;0;9.6;5.4;1029.8
7015;20230214120000;170;2.3;74;0.4;0.4;9.9;5.5;1026.7
7015;20230215120000;180;3;68;0.2;0.2;9.7;4.1;1020.2
7015;20230216120000;200;5.2;83;0.6;0.6;10.6;7.8;1018.3
7015;20230217120000;240;9;86;0;0;11.2;8.9;1018.6
7015;20230218120000;250;11.4;81;0.2;0.2;11.5;8.4;1018.2
7015;20230219120000;280;6.7;69;0;0.4;11;5.5;1021.5
7015;20230220120000;240;8.1;84;0;0;8.9;6.3;1020.8
7015;20230221120000;190;3.4;98;0;0;6.3;6;1014.4
7015;20230222120000;240;3.6;97;0.2;0.4;8.4;8;1006.1
7015;20230223120000;30;2.9;83;-0.1;4.4;10;7.2;1010.7
7015;20230224120000;270;4.5;64;0;-0.1;7.1;0.7;1004.8
7015;20230225120000;350;7;68;0.2;0.2;7.3;1.8;1007.4
7015;20230226120000;30;8.8;41;0;0;4.2;-7.9;1019.3
7015;20230227120000;50;7.1;54;0;0;5;-3.6;1023.7
7015;20230228120000;50;5.9;48;-0.1;-0.1;4.8;-5.3;1023.9
7015;20230301120000;40;5.6;52;0;0;4.5;-4.5;1021.2
7015;20230302120000;30;5.9;54;0;0;6.9;-1.8;1016.5
7015;20230303120000;30;6.9;80;0;0;3.8;0.7;1021.2
7015;20230304120000;10;4.2;76;0;0;6.6;2.7;1021.9
7015;20230305120000;310;3.1;87;0.4;0.8;5;3;1013
7015;20230306120000;240;5.7;54;-0.1;-0.1;7.1;-1.6;1001.9
7015;20230307120000;320;4.7;94;1.8;2;4.8;3.9;993.3
7015;20230308120000;60;3.5;98;8.1;9.5;3.3;3;985.1
7015;20230309120000;220;9.5;71;5;11.8;13.4;8.2;991
7015;20230310120000;260;13.2;86;0.4;22.8;6.9;4.7;985.2
7015;20230311120000;150;2.4;59;0.2;0.2;6.4;-1;1006.4
7015;20230312120000;240;9.3;71;0;0.2;11.9;6.8;1005.4
7015;20230313120000;220;11.2;56;0;0.2;17.5;8.6;991.6
7015;20230314120000;270;9.3;67;2.6;3;7.5;1.8;997.7
7015;20230315120000;220;1.2;56;0.4;4.8;8.6;0.3;1013.6
7015;20230316120000;160;7;51;-0.1;-0.1;13.2;3.3;1005.8
7015;20230317120000;170;4.5;62;0;0;15;7.8;1000.7
7015;20230318120000;160;6.3;71;0.6;0.6;14.8;9.6;1003.7
7015;20230319120000;310;4.9;90;2;2;8.8;7.2;1010.3
7015;20230320120000;220;6;73;0;0;11.4;6.7;1014.3
7015;20230321120000;210;5.2;79;0.6;0.6;12.2;8.7;1007.9
7015;20230322120000;200;8.6;84;1.2;1.2;11.8;9.2;1001.3
7015;20230323120000;200;8.6;69;1;0;15.1;9.5;998.9
7015;20230324120000;240;9.1;78;1.4;2.6;11.5;7.8;998.8
7015;20230325120000;250;12.9;71;3;4.2;11.6;6.5;1002.2
7015;20230326120000;350;4.1;92;7.7;7.7;7.7;6.5;997.1
7015;20230327120000;330;6.7;52;0;0;7.8;-1.5;1019.8
7015;20230328120000;180;6;60;0;0;9.3;1.9;1017.9
7015;20230329120000;180;6.2;77;0;-0.1;14.9;10.9;1008
7015;20230330120000;240;11.5;62;2.8;2.8;15.1;7.9;1004.1
7015;20230331120000;210;13.2;81;3.6;6;11.2;8.1;987.6
7015;20230401120000;300;6.2;96;2.6;8.4;9.2;8.6;997.8
7015;20230402120000;360;6.1;86;-0.1;6.2;6.6;4.4;1017.3
7015;20230403120000;70;6.3;53;0;0;9.6;0.5;1023.1
7015;20230404120000;60;4.5;48;0;0;8.2;-2.2;1022.2
7015;20230405120000;210;1.2;37;0;0;11.6;-2.6;1016.5
7015;20230406120000;190;6.2;96;4.2;4.2;9.3;8.7;1008.5
7015;20230407120000;310;5.6;80;2.6;3.2;10.4;7.1;1014.1
7015;20230408120000;50;3.1;62;0;0;11.6;4.6;1020.1
7015;20230409120000;190;2.1;56;0.2;0.2;14.8;6.1;1017.5
7015;20230410120000;180;5.9;74;0.6;0.6;13.5;9;1007.5
7015;20230411120000;230;9;50;0;1.2;13.5;3.3;1009.8
7015;20230412120000;240;11.4;59;6.7;11.1;11.9;4.1;993.5
7015;20230413120000;240;9.6;47;1;5;13.2;2.1;999.3
7015;20230414120000;160;7.7;62;0;0;11.6;4.6;1000.4
7015;20230415120000;10;7.1;58;3.8;4.2;14.5;6.3;1009.8
7015;20230416120000;350;5.7;49;0;0;13.5;3;1020.3
7015;20230417120000;40;4.8;77;0;0;10.8;6.9;1021.5
7015;20230418120000;40;6.6;62;0;0;12.3;5.2;1018.4
7015;20230419120000;60;6.9;58;0;0;16.1;7.8;1017
7015;20230420120000;60;3.7;65;0;0;8.8;2.6;1011
7015;20230421120000;50;2.8;72;0.4;3.2;10.4;5.6;1005.4
7015;20230422120000;120;1.2;81;1;3.2;10.1;7;1001
7015;20230423120000;130;6.8;84;0.6;0.6;12.8;10.2;996.3
7015;20230424120000;270;4.5;77;2.2;4.8;10.7;6.8;1005.1
7015;20230425120000;340;5.3;53;1.2;2.4;10.4;1.2;1011.7
7015;20230426120000;60;1.4;45;0;0;11.4;-0.1;1013.2
7015;20230427120000;90;4.5;50;0;0;13.9;3.6;1012.3
7015;20230428120000;250;7.1;77;6.7;9.7;15.2;11.2;1006.8
7015;20230429120000;40;2.4;66;0;0;12.8;6.6;1015.7
7015;20230430120000;50;3.5;49;0;0;17.1;6.3;1015.4
7015;20230501120000;280;6.3;58;0;0;16.3;8;1011.3
7015;20230502120000;50;3.3;59;0.2;1.8;14.6;6.7;1021.2
7015;20230503120000;80;5.7;46;0;0;15.4;3.8;1019.7
7015;20230504120000;90;5.4;43;0;0;22.1;8.9;1008.7
7015;20230505120000;210;4.9;65;1.4;6.3;16.9;10.3;1011.1
7015;20230506120000;180;4.9;55;0;1.2;19;9.7;1010.4
7015;20230507120000;200;2.2;87;7.7;7.7;17.3;15.1;1012.1
7015;20230508120000;220;3.8;79;0;3.6;15.1;11.5;1016.2
7015;20230509120000;180;5.2;96;11.7;11.7;13.4;12.8;1005.2
7015;20230510120000;250;3;70;7.5;9.3;15.7;10.2;1007.4
7015;20230511120000;300;2.4;92;11.1;11.5;12.5;11.2;1010.5
7015;20230512120000;20;3.9;96;7.9;13.2;13.6;13;1010.6
7015;20230513120000;340;6.7;68;0;0.6;17.8;11.8;1016.2
7015;20230514120000;290;3.2;69;0;0;17.2;11.5;1013.6
7015;20230515120000;340;7.7;91;6.5;6.5;11.9;10.5;1011.6
7015;20230516120000;340;5;51;0;0.2;15.1;5;1017.9
7015;20230517120000;10;4.3;54;0;0;16.2;6.9;1022.3
7015;20230518120000;30;5.2;49;0;0;14.9;4.3;1021.5
7015;20230519120000;40;4.1;45;0;0;17.9;5.8;1018.9
7015;20230520120000;50;7.7;45;0;0;19.3;7.1;1014.5
7015;20230521120000;340;4.2;70;0;0;17.9;12.3;1011.5
7015;20230522120000;300;5.1;80;0;0;15.4;12;1012.7
7015;20230523120000;10;6.2;64;0;0;15;8.2;1019
7015;20230524120000;360;3.3;54;0;0;17.3;7.9;1019.4
7015;20230525120000;30;5.8;52;0;0;18.2;8.2;1021.7
7015;20230526120000;40;6.5;40;0;0;17.2;3.5;1023.2
7015;20230527120000;40;5.2;50;0;0;20.7;9.9;1017.7
7015;20230528120000;40;5.5;38;0;0;22.8;7.7;1014.4
7015;20230529120000;30;7.6;54;0;0;18.5;9;1018.4
7015;20230530120000;10;6.1;56;0;0;17.5;8.6;1020.4
7015;20230531120000;40;6.5;45;0;0;23;10.4;1017.2
7015;20230601120000;20;5.3;55;0;0;21;11.6;1016.4
7015;20230602120000;20;5.5;53;0;0;16;6.4;1016
7015;20230603120000;40;6.8;41;0;0;21.3;7.5;1014.6
7015;20230604120000;20;5.2;34;0;0;22.5;5.8;1015.7
7015;20230605120000;10;6.6;48;0;0;22;10.5;1015.3
7015;20230606120000;20;5.3;55;0;0;22.1;12.6;1014.3
7015;20230607120000;30;5.1;49;0;0;23.4;12.1;1013.6
7015;20230608120000;40;5.9;52;0;0;23.8;13.3;1009.9
7015;20230609120000;70;5.4;38;0;0;28.3;12.6;1006.3
7015;20230610120000;100;7;32;0;0;29.7;11.2;1007.6
7015;20230611120000;110;3.1;38;0;0;30.4;14.5;1008.1
7015;20230612120000;70;2.8;40;-0.1;-0.1;29.2;14.2;1008.6
7015;20230613120000;70;3.9;32;1.3;1.3;28.5;10.2;1006.6
7015;20230614120000;60;3.8;29;0;0;27.6;8;1009.7
7015;20230615120000;80;4;33;0;0;26.4;8.8;1013.5
7015;20230616120000;260;1.8;35;0;0;25.6;9;1013
7015;20230617120000;150;3.6;32;0;0;27.5;9.3;1008.7
7015;20230618120000;150;3.3;62;2.4;2.4;25;17.2;1005.2
7015;20230619120000;150;2.8;56;0;0;24;14.7;1007.9
7015;20230620120000;180;6.4;58;0.2;1;26.8;17.8;1003.3
7015;20230621120000;260;3.9;54;2.8;5.6;23.9;14;1012.7
7015;20230622120000;10;1.2;88;1.8;1.8;19.8;17.8;1011.3
7015;20230623120000;160;2.8;48;0.2;0.6;25.8;14;1019.2
7015;20230624120000;250;2.5;40;0;0;25.5;10.9;1018.9
7015;20230625120000;170;4.8;34;0;0;30.8;13.1;1010.3
7015;20230626120000;270;6.6;40;0;0;23.2;8.8;1015.4
7015;20230627120000;270;4.8;41;0;0;23.3;9.3;1016
7015;20230628120000;230;3.3;68;0;0;22.3;16.1;1013.3
7015;20230629120000;280;3.7;59;0;0;24.2;15.7;1009.4
7015;20230630120000;230;6.4;47;0;-0.1;22.3;10.4;1008.9
7015;20230701120000;240;7.3;73;1.2;1.2;19.4;14.4;1001
7015;20230702120000;240;6.5;40;0;-0.1;22;7.8;1007.1
7015;20230703120000;250;7.6;48;-0.1;-0.1;19.8;8.5;1007.9
7015;20230704120000;190;5.3;51;0;0;20.7;10.2;1008
7015;20230705120000;250;8.7;60;-0.1;7.3;20;12;1007.4
7015;20230706120000;210;4.9;41;0;0.6;21.9;8;1012.8
7015;20230707120000;130;5.6;33;0;0;29.2;11.3;1011.5
7015;20230708120000;160;3.2;42;0;0;29.5;15.2;1010.3
7015;20230709120000;360;1.3;72;-0.1;-0.1;23.5;18.2;1015.1
7015;20230710120000;200;2.7;45;0.2;0.6;26.4;13.5;1015.6
7015;20230711120000;220;6;43;0;0;28.4;14.6;1006.2
7015;20230712120000;250;8.8;45;0.8;1.4;22.4;9.9;1008.4
7015;20230713120000;250;7;50;0;0;22.1;11.2;1013
7015;20230714120000;140;6.4;44;0;0;24.4;11.4;1006.3
7015;20230715120000;190;8.5;45;0;-0.1;25.7;12.9;998.8
7015;20230716120000;210;7.1;53;-0.1;3;20.7;10.8;1009.1
7015;20230717120000;270;7.5;50;0;0.4;22.1;11.2;1014.2
7015;20230718120000;240;2.8;40;0;0;24.1;9.7;1013
7015;20230719120000;240;7.2;56;0;0;21.6;12.4;1010.2
7015;20230720120000;180;4.4;55;0;-0.1;21.9;12.4;1009.7
7015;20230721120000;310;6.4;41;0;0;21.6;7.8;1007.7
7015;20230722120000;230;6.6;53;0;0;19.7;9.8;1008.6
7015;20230723120000;200;8.9;66;-0.1;-0.1;22.3;15.6;1001.9
7015;20230725120000;10;5.1;48;2.6;2.6;19;7.7;1004.3
7015;20230726120000;220;5.4;53;0;0;20;10.1;1008.6
7015;20230727120000;220;6.9;91;8.7;11.7;18.1;16.6;1001.2
7015;20230728120000;250;6.4;68;1.4;6.2;21.9;15.7;1003
7015;20230729120000;220;5.5;78;-0.1;-0.1;20.8;16.8;1003
7015;20230730120000;240;10.4;49;0;0.2;22.3;11.1;1008.6
7015;20230731120000;200;8.6;85;0.6;1;18.9;16.3;1002.7
7015;20230801120000;250;9.2;65;0.4;10.1;19.9;13.1;998.5
7015;20230802120000;240;11;62;4.6;4.6;20.8;13.2;986.1
7015;20230803120000;310;5.7;66;1;9;19.9;13.4;999.3
7015;20230804120000;350;4.2;66;0.4;0.4;20.4;13.8;1010.8
7015;20230805120000;160;5.3;78;0.8;0.8;15.9;12.1;1004.2
7015;20230806120000;290;11.5;62;1.8;4.6;17.1;9.8;1008.7
7015;20230807120000;280;7;51;0;1;20;9.5;1014.2
7015;20230808120000;250;6.9;58;0.2;0.2;19.4;10.9;1010.8
7015;20230809120000;290;5.1;46;0.4;0.4;22.1;9.9;1013.2
7015;20230810120000;130;3.4;34;0;0;25.1;8.1;1015.1
7015;20230811120000;260;4.5;67;0;0;25;18.4;1014.6
7015;20230812120000;240;6.9;55;5.6;5.6;23.7;14.1;1011.3
7015;20230813120000;250;4.5;71;0;0;20.9;15.4;1010.8
7015;20230814120000;170;4.4;46;0;0;26.3;13.8;1007
7015;20230815120000;250;4.5;59;0;0;23.8;15.3;1011.4
7015;20230816120000;80;3.5;54;0;0;24.3;14.4;1014.4
7015;20230817120000;30;3.2;73;0;0;21;16;1013.4
7015;20230818120000;60;2.2;77;0;0;23.2;18.9;1009
7015;20230819120000;220;5.8;64;-0.1;-0.1;23.6;16.4;1012
7015;20230820120000;90;1.9;48;0;0;26.5;14.6;1016.8
7015;20230821120000;320;1.5;49;0;0;24.9;13.4;1018.8
7015;20230822120000;310;3.3;56;0;0;24.3;15;1016.1
7015;20230823120000;240;2;44;0;0;27.2;13.9;1014.6
7015;20230824120000;160;5.3;89;7.1;7.1;20.7;18.8;1006.3
7015;20230825120000;260;3.8;72;3.7;3.7;21.6;16.3;1003.8
7015;20230830120000;280;5.8;53;0;0;18.6;8.8;1002.4
7015;20230831120000;190;4.2;61;0.4;12.9;19.1;11.4;1006.3
7015;20230901120000;230;5.7;74;0;0;21.9;17.1;1007
7015;20230902120000;60;2.5;65;0.2;2;23.6;16.6;1014.9
7015;20230903120000;80;3.2;61;0.2;0.2;24.6;16.6;1021.8
7015;20230904120000;70;4.9;47;0;0;25.9;13.7;1017.3
7015;20230905120000;80;3.1;55;0;0;26.9;17.1;1011.5
7015;20230906120000;100;3.3;48;0;0;30.1;17.9;1013.3
7015;20230907120000;90;3.5;55;0;0;27.5;17.7;1011.3
7015;20230908120000;240;3.2;48;0;0;30.4;18.2;1011.5
7015;20230909120000;200;3.1;45;0;0;31.5;18.1;1010.7
7015;20230910120000;160;4.6;37;0;0;32.3;15.8;1010.6
7015;20230911120000;270;4.1;53;0;0;26.7;16.3;1008.4
7015;20230912120000;290;4.1;69;0.2;2.6;22.3;16.3;1008.4
7015;20230913120000;20;6;59;0.2;0.2;20.7;12.4;1014.5
7015;20230914120000;50;1.8;52;0;0;23.1;12.7;1016
7015;20230915120000;90;4.4;51;0;0;24.2;13.4;1010.1
7015;20230916120000;60;5.7;52;0;-0.1;25.9;15.3;1006.7
7015;20230917120000;80;1.7;72;0;-0.1;23.1;17.8;1006.3
7015;20230918120000;180;9.6;57;0.2;0.6;23.6;14.6;998.8
7015;20230919120000;220;11.1;61;0.4;4.1;19.6;11.9;1005.6
7015;20230920120000;190;7.6;69;0;0.2;20.4;14.5;1000.4
7015;20230921120000;110;2.5;97;30.3;30.3;14.6;14.1;991.1
7015;20230922120000;240;1.1;87;1;2.2;13.2;11.1;996.3
7015;20230923120000;260;6.2;58;0.2;0.4;18;9.6;1011.9
7015;20230924120000;180;7.9;50;0.2;0.2;19.1;8.4;1018
7015;20230925120000;200;2.2;68;0;0;19.9;13.8;1016.6
7015;20230926120000;160;3.3;62;0.2;0.2;21;13.4;1013.6
7015;20230927120000;200;2.5;64;0;0;21.8;14.7;1011.9
7015;20230928120000;190;5;61;0;0;19.6;11.9;1012.2
7015;20230929120000;290;8.4;82;0.8;0.8;18.5;15.4;1014.1
7015;20230930120000;230;2.4;65;0.2;0.2;18.4;11.7;1021.2
7015;20231001120000;190;5.7;58;0.2;0.2;23.6;14.9;1017.4
7015;20231002120000;150;4.4;59;0;0;24.5;16;1013
7015;20231003120000;260;10.2;57;-0.1;-0.1;18.8;10.1;1014.4
7015;20231004120000;230;6.1;60;0.2;0.2;18.5;10.6;1022.2
7015;20231005120000;250;3.6;67;0;0;17.7;11.5;1021.3
7015;20231006120000;240;6.3;57;0;0;20.5;11.7;1019.6
7015;20231007120000;230;6.7;63;0;0;22.1;14.7;1019.1
7015;20231008120000;180;2.5;48;0;0;23.4;11.8;1019.8
7015;20231009120000;220;2.6;57;0;0;22.9;13.9;1016.6
7015;20231010120000;190;4.5;40;0.2;0.2;24.2;9.7;1013.6
7015;20231011120000;200;5.3;70;0;0;19.9;14.3;1010.2
7015;20231012120000;200;4.6;93;4.4;4.4;17.1;16;1008.6
7015;20231013120000;200;7;64;1.6;2.4;21.9;14.8;999.8
7015;20231014120000;270;7.1;64;-0.1;9.3;14.4;7.7;1011.7
7015;20231015120000;310;6.5;45;0.2;0.4;11.9;0.3;1019.1
7015;20231016120000;80;3.7;62;0;0;11.9;4.8;1015.9
7015;20231017120000;80;5.9;57;0;0;13.2;4.9;1009.4
7015;20231018120000;100;6;64;0;0;17;10.1;993.3
7015;20231019120000;160;6.2;83;0.4;11.1;17.9;15;983.4
7015;20231020120000;200;4.8;95;12.5;13.3;14.7;13.9;972.6
7015;20231021120000;170;8.8;85;3;3;12.8;10.3;985
7015;20231022120000;210;4.6;73;0.2;5;15.9;11.1;1002
7015;20231023120000;80;4.3;82;0.4;0.4;12.7;9.7;1002.7
7015;20231024120000;230;8;68;2.4;7.8;15.2;9.3;997.2
7015;20231025120000;300;3.1;93;5.6;15.6;11.6;10.5;986.9
7015;20231026120000;170;3;90;3.4;3.4;14.2;12.6;988.5
7015;20231027120000;200;6;81;1.4;6.4;14.2;11;987.5
7015;20231028120000;200;9.3;72;0;3.2;15;10;990.2
7015;20231029120000;170;7.2;83;2.4;5.4;12.7;9.9;987
7015;20231030120000;120;3.7;93;2.2;2.2;11.8;10.7;991.9
7015;20231031120000;200;6.7;90;2;7;12;10.4;998.1
7015;20231101120000;180;8.3;79;0.2;6.7;13.6;10;991.1
7015;20231102120000;190;14.8;76;2;2.8;11.1;7;966.1
7015;20231103120000;200;9.7;67;0.2;4.2;11.7;5.8;981.5
7015;20231104120000;170;8.9;90;4.8;5.8;10.6;9;966
7015;20231105120000;250;10.6;74;1.8;2.4;12.6;8.1;978.1
7015;20231106120000;210;8.5;88;4.7;7.1;10.5;8.6;996.4
7015;20231107120000;230;6.8;75;0.2;0.6;10.7;6.4;1005.3
7015;20231108120000;180;9.5;82;-0.1;0.2;10.2;7.3;1004.8
7015;20231109120000;200;8.3;81;0;9.1;10.9;7.8;995.8
7015;20231110120000;220;7;86;9.1;15.5;8.2;6;990.5
7015;20231111120000;250;5.1;75;0;8.9;10.6;6.3;1002
7015;20231112120000;100;2.1;92;0.2;0.2;8;6.8;1000.6
7015;20231113120000;220;11;91;7.7;8.9;14.9;13.4;994.2
7015;20231114120000;210;7.6;83;2.2;2.6;13.2;10.4;999.3
7015;20231115120000;250;8.3;70;0.2;2.6;13.5;8.1;1011.6
7015;20231116120000;70;3.9;95;3.4;3.4;8;7.2;1003
7015;20231117120000;280;3.5;80;1.4;4;10.2;6.9;1015.3
7015;20231118120000;180;7.7;95;3.6;3.6;9.6;8.8;1009.5
7015;20231119120000;230;8.5;81;1.4;3.4;12.8;9.6;1006.2
7015;20231120120000;170;6.3;95;6;7;9.8;9;1002.8
7015;20231121120000;360;3.6;94;4;6.4;11.9;11;1012.9
7015;20231122120000;200;2.5;88;-0.1;-0.1;7.3;5.4;1025.4
7015;20231123120000;250;6;85;0;0;12.6;10.1;1019.4
7015;20231124120000;310;9.2;63;0.2;0.2;8.3;1.7;1010.4
7015;20231125120000;300;7.8;81;2.2;4.8;6.7;3.7;1011.9
7015;20231126120000;220;2.9;83;-0.1;-0.1;6.6;3.9;1011.8
7015;20231127120000;200;6.1;97;8.9;12.3;7.8;7.4;991
7015;20231128120000;50;3.7;65;0;4;4.1;-1.9;1003.7
7015;20231129120000;250;4.1;67;0;0;6.3;0.6;999
7015;20231130120000;60;2.4;98;0;-0.1;2.9;2.6;995.7
7015;20231201120000;60;4.5;82;0;0;0.2;-2.5;1001.6
7015;20231202120000;220;2.2;77;0;0;1.6;-2;1009.7
7015;20231203120000;150;7.5;99;-0.1;0.2;-0.3;-0.4;1011.7
7015;20231204120000;130;6.2;95;-0.1;0.2;2.9;2.2;994.5
7015;20231205120000;300;3.4;98;3.2;6.4;6;5.7;999.2
7015;20231206120000;260;3.3;87;0.2;0.2;7.1;5.1;1011.8
7015;20231207120000;130;6.9;86;0;0;5;2.9;1008.2
7015;20231208120000;220;5;97;0.4;3.4;9.2;8.7;1002.7
7015;20231209120000;170;9.4;96;5.4;5.4;8.7;8.1;990
7015;20231210120000;200;10.8;84;0;1;9.8;7.2;1002.3
7015;20231211120000;260;8.9;71;-0.1;3.4;11.9;6.8;1000.5
7015;20231212120000;200;6.4;91;0.6;0.6;12.7;11.3;995.7
7015;20231213120000;280;6.2;96;2.6;3.6;8.8;8.2;992.3
7015;20231214120000;280;5.3;90;0.4;5.8;7.2;5.7;1016.4
7015;20231215120000;270;3.4;81;0;-0.1;9.5;6.4;1031.4
7015;20231216120000;200;4.8;82;0;0;10;7.1;1035.2
7015;20231217120000;200;5.9;72;0;0;8.5;3.7;1032.1
7015;20231218120000;180;6.2;92;0;0;5.3;4.1;1027
7015;20231219120000;200;7;92;0.8;0.8;8.1;6.9;1014.5
7015;20231220120000;250;7.6;82;0;6.7;9.2;6.3;1013.8
7015;20231221120000;260;12.9;88;-0.1;-0.1;11.9;10;999.7
7015;20231222120000;280;10.4;75;0.4;2.4;11.9;7.6;1004.6
7015;20231223120000;260;9.6;68;0;-0.1;11.6;5.9;1008.9
7015;20231224120000;240;13.7;88;2;2;12.6;10.7;1003.5
7015;20231225120000;230;8.9;91;5.2;5.2;12.4;11;1005.8
7015;20231226120000;250;4.6;77;0.2;0.4;10;6.2;1012.6
7015;20231227120000;180;8.2;87;1.4;1.4;10;7.9;1007.2
7015;20231228120000;210;8.9;73;0;-0.1;11.4;6.7;1007.1
7015;20231229120000;210;9.4;90;4.8;4.8;10.7;9.1;1004.5
7015;20231230120000;190;7.7;83;0.2;2.6;10.1;7.3;1006.3
7015;20231231120000;200;10.3;69;1.6;1.6;9.5;4.1;990.7
7015;20240101120000;220;7.4;85;4.8;6.2;7.8;5.4;1001.8
7015;20240102120000;190;10.3;93;10.6;17.6;12.2;11.1;985.2
7015;20240103120000;210;9.1;81;8.7;13.9;11.3;8.2;988.2
7015;20240104120000;210;6.4;85;0.4;2.8;9.4;7;1000.3
7015;20240105120000;250;10.3;82;0.8;2.8;7.5;4.6;994.3
7015;20240106120000;10;4.2;90;1;2.6;5.9;4.4;1007.4
7015;20240107120000;20;6.4;90;-0.1;-0.1;2;0.5;1017.3
7015;20240108120000;40;7.8;69;0;0;-0.8;-5.8;1024
7015;20240109120000;40;6.8;56;0;0;-2;-9.6;1023.6
7015;20240110120000;60;4.1;57;0;0;-1.8;-9.2;1021.5
7015;20240111120000;20;4.7;58;0;0;0.9;-6.4;1028.7
7015;20240112120000;60;1.4;83;0;-0.1;3.8;1.2;1028.4
7015;20240113120000;200;4.7;83;0;0;2.1;-0.5;1019.5
7015;20240114120000;200;4.8;96;-0.1;-0.1;-0.4;-1;1007.2
7015;20240115120000;300;7.8;67;-0.1;0.6;3.4;-2.2;1002.4
7015;20240116120000;230;3.7;63;0;0;3;-3.4;1004.4
7015;20240117120000;20;5.5;95;-0.1;-0.1;-1.3;-2;983.1
7015;20240118120000;300;2.8;90;0.2;0.2;1.5;0;999.1
7015;20240119120000;240;2.1;86;0.2;1.2;1.1;-1;1017.7
7015;20240120120000;170;5.8;97;0;0.6;-3.1;-3.5;1024.1
7015;20240121120000;180;8.2;87;0.6;0.6;3.4;1.4;1015.2
7015;20240122120000;240;9.3;73;1.6;1.6;11;6.3;1006.6
7015;20240123120000;190;5.6;92;-0.1;0.2;7.9;6.7;1020.6
7015;20240124120000;260;11.6;69;1.2;2.4;12.2;6.7;1021.2
7015;20240125120000;150;2;99;0.8;0.8;9.5;9.4;1022.7
7015;20240126120000;290;10.5;48;2.2;2.2;9.9;-0.6;1023.7
7015;20240127120000;180;3.6;75;0.2;0.2;6.8;2.7;1030.5
7015;20240128120000;160;5.3;71;0;0;7.6;2.7;1020.3
7015;20240129120000;180;5.1;82;0;0;10.3;7.4;1020.7
7015;20240130120000;250;8.5;72;0;0;10.5;5.7;1023.6
7015;20240131120000;220;6.1;64;0;-0.1;8.2;1.8;1027.2
7015;20240201120000;330;2.6;75;1.6;1.6;8.8;4.6;1028
7015;20240202120000;220;6.1;93;0;0;9.4;8.3;1025.5
7015;20240203120000;250;8.2;85;0;0;11.4;9;1023.3
7015;20240204120000;240;7.9;93;-0.1;-0.1;10.7;9.6;1021.1
7015;20240205120000;230;10.1;80;0;0;9.3;6;1018.1
7015;20240206120000;220;8.2;78;-0.1;-0.1;11.9;8.2;1008.5
7015;20240207120000;90;4.4;97;19;19.2;5.4;5;999.7
7015;20240208120000;190;8.4;97;5.2;8.8;11.5;11;988.5
7015;20240209120000;200;9.1;76;0.5;6.1;13;8.9;978.9
7015;20240210120000;140;3.1;88;-0.1;0.2;11.3;9.4;979.8
7015;20240211120000;190;5.4;81;0.2;3.6;10.4;7.3;985
7015;20240212120000;270;4.7;75;0;2.4;9.7;5.5;1000.8
7015;20240213120000;190;6.1;72;0;0.6;8.9;4.1;1011.7
7015;20240214120000;210;7.6;92;0.6;0.8;12.5;11.2;1011.5
7015;20240215120000;150;5.3;71;0.4;1;15.7;10.5;1007
7015;20240216120000;280;4.9;92;1.4;1.4;12.8;11.5;1010.6
7015;20240217120000;230;3.4;65;0;0;13.5;7;1027
7015;20240218120000;220;7.6;92;4.8;4.8;10.8;9.6;1018.9
7015;20240219120000;250;7;86;0;3;10.8;8.6;1023.3
7015;20240220120000;220;6.2;86;0.2;0.8;9.4;7.2;1024
7015;20240221120000;180;6.6;84;0;-0.1;9.5;6.9;1007.2
7015;20240222120000;190;10.1;93;1.8;7;13.8;12.7;978.7
7015;20240223120000;200;7.8;81;1.6;3.8;7.7;4.6;986
7015;20240224120000;190;6.9;77;0.8;6.8;6.7;2.9;993.5
7015;20240225120000;160;4.9;81;-0.1;2;8;4.9;993.5
